School_District,Account_Name,V_Counter,Description,Debit,Credit,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_year,BatchNo,Cancel_Flag,CP_Dummy,Unnamed_19,Fiscal_Year,Fund_Code,School_Code,Function_Code,Program_Code,Object_Code
Cordova City School District,100 Regular.000.Insurance - Health/Life,14-10252018,October 25 2018 Payroll PC04,86.4,0,10/25/2018,J,1012,,,,         ,                              ,                   ,19,238,   ,14-10252018,,19,100,10,100,0,361
Cordova City School District,100 Regular.000.Insurance - Health/Life,15-07012018,FY19 Adopted Budget,0,1140,7/1/2018,B,477,,,,         ,                              ,                   ,19,66,   ,15-07012018,,19,100,10,100,0,361
Cordova City School District,100 Regular.000.Insurance - Health/Life,2-06252019,Payroll June 25 2019 PC12,86.4,0,6/25/2019,J,1068,,,,         ,                              ,                   ,19,694,   ,2-06252019,,19,100,10,100,0,361
Cordova City School District,100 Regular.000.Insurance - Health/Life,3-06282019,June 28 2019 Payroll PC13,86.4,0,6/28/2019,J,1070,,,,         ,                              ,                   ,19,710,   ,3-06282019,,19,100,10,100,0,361
Cordova City School District,100 Regular.000.Insurance - Health/Life,4-09252018,Sept 25 2018 Payroll PC03,86.4,0,9/25/2018,J,1008,,,,         ,                              ,                   ,19,166,   ,4-09252018,,19,100,10,100,0,361
Cordova City School District,100 Regular.000.Insurance - Health/Life,5-11232018,November 23 2018 Payroll,86.4,0,11/23/2018,J,1014,,,,         ,                              ,                   ,19,309,   ,5-11232018,,19,100,10,100,0,361
Cordova City School District,100 Regular.000.Insurance - Health/Life,6-12242018,December 24 2018 Payroll,86.4,0,12/24/2018,J,1015,,,,         ,                              ,                   ,19,352,   ,6-12242018,,19,100,10,100,0,361
Cordova City School District,100 Regular.000.Insurance - Health/Life,7-01252019,January 25 2019 Payroll PC07,124.8,0,1/25/2019,J,1022,,,,         ,                              ,                   ,19,402,   ,7-01252019,,19,100,10,100,0,361
Cordova City School District,100 Regular.000.Insurance - Health/Life,8-03252019,March 25 2019 Payroll PC09,96,0,3/25/2019,J,1032,,,,         ,                              ,                   ,19,522,   ,8-03252019,,19,100,10,100,0,361
Cordova City School District,100 Regular.000.Insurance - Health/Life,9-08242018,August 24 2018 Payroll,86.4,0,8/24/2018,J,996,,,,         ,                              ,                   ,19,76,   ,9-08242018,,19,100,10,100,0,361
Cordova City School District,100 Regular.000.FICA Contributions,1-07012018,FY19 Adopted Budget,0,12360,7/1/2018,B,477,,,,         ,                              ,                   ,19,66,   ,1-07012018,,19,100,10,100,0,364
Cordova City School District,100 Regular.000.TRS Retire Contributions,1-07012018,FY19 Adopted Budget,0,83863,7/1/2018,B,477,,,,         ,                              ,                   ,19,66,   ,1-07012018,,19,100,10,100,0,365
Cordova City School District,100.000.Professional/Techni,1-06042019,,0,5450,6/4/2019,P,,100004723,10213,,1327,PRINCE WM SOUND COMM COL-VDZ  , FALL PERSTU       ,19,667,   ,1-06042019,,19,100,10,100,0,410
Cordova City School District,100.000.Professional/Techni,2-09202018,fall semester/soc/art/span/bio,27859.66,0,9/20/2018,P,,100004723,10214,,1327,PRINCE WM SOUND COMM COL-VDZ  , FALL SEMEST       ,19,132,   ,2-09202018,,19,100,10,100,0,410
Cordova City School District,100.000.Professional/Techni,3-09202018,fall per student cost per subj,5450,0,9/20/2018,P,,100004723,10213,,1327,PRINCE WM SOUND COMM COL-VDZ  , FALL PERSTU       ,19,132,   ,3-09202018,,19,100,10,100,0,410
Cordova City School District,100.000.Professional/Techni,4-09262018,piano tuning/hs-serial 3610182,336,0,9/26/2018,P,,100004732,10225,,2992,Macomb Piano Service          ,59833,19,143,   ,4-09262018,,19,100,10,100,0,410
Cordova City School District,100.000.Professional/Techni,5-02132019,apw-19 1112-2 -spring-art/span,5900,0,2/13/2019,P,,100005121,11628,,1327,PRINCE WM SOUND COMM COL-VDZ  , APW191112-2       ,19,461,   ,5-02132019,,19,100,10,100,0,410
Cordova City School District,100.000.Professional/Techni,6-07012018,FY19 Adopted Budget,0,51600,7/1/2018,B,477,,,,         ,                              ,                   ,19,66,   ,6-07012018,,19,100,10,100,0,410
Cordova City School District,100.000.Professional/Techni,7-03012019,spring college courses-apw 191,29035.54,0,3/1/2019,P,,100005167,11853,,1327,PRINCE WM SOUND COMM COL-VDZ  , APW-191112-       ,19,495,   ,7-03012019,,19,100,10,100,0,410
Cordova City School District,100 Regular.000.Instructional Services,1-09192018,audio eng guest/honorarium/wed,400,0,9/19/2018,P,,100004695,10166,,4839,Corrao Charles                ,9122018,19,127,   ,1-09192018,,19,100,10,100,0,411
Cordova City School District,100 Regular.000.Instructional Services,2-01162019,2nd class in honorarium - paym,450,0,1/16/2019,P,,100005046,11370,,4839,Corrao Charles                , 01-16-2019_       ,19,382,   ,2-01162019,,19,100,10,100,0,411
Cordova City School District,100 Regular.000.Instructional Services,3-07012018,FY19 Adopted Budget,0,5100,7/1/2018,B,477,,,,         ,                              ,                   ,19,66,   ,3-07012018,,19,100,10,100,0,411
Cordova City School District,100 Regular.000.Staff Travel,10-10152018,dcarroll/credit due/la  jolla,-571.35,0,10/15/2018,P,,110262018,10758,,3867,One time Vendor               , 10-15-2018_       ,19,249,   ,10-10152018,,19,100,10,100,0,420
Cordova City School District,100 Regular.000.Staff Travel,1-12262018,adams ferry switch,146.81,0,12/26/2018,P,,112262018,11250,,1,ALASKA MARINE HIGHWAY SYSTEM  , 12-20-2018_       ,19,726,   ,1-12262018,,19,100,10,100,0,420
Cordova City School District,100 Regular.000.Staff Travel,2-04192019,perdiem-avtec-seward-4-29-19,120,0,4/19/2019,P,,100005251,12152,,101125,HAMBERGER  DENISE             ,4292019,19,555,   ,2-04192019,,19,100,10,100,0,420
Cordova City School District,100 Regular.000.Staff Travel,3-04192019,perdiem-avtec-seward-4-29-19,120,0,4/19/2019,P,,AC00100790,12168,,1973,SORENSON  RICHARD K           ,4292019,19,555,   ,3-04192019,,19,100,10,100,0,420
Cordova City School District,100 Regular.000.Staff Travel,4-05072019,reimbuse travel exp/avtec,58,0,5/7/2019,P,,AC00100800,12319,,1973,SORENSON  RICHARD K           , 05-07-2019_       ,19,592,   ,4-05072019,,19,100,10,100,0,420
Cordova City School District,100 Regular.000.Staff Travel,5-10162018,credit due on org changed flig,-845.4,0,10/16/2018,P,,110262018,10745,,301,ALASKA AIRLINES  INC          , 10-16-2018_       ,19,249,   ,5-10162018,,19,100,10,100,0,420
Cordova City School District,100 Regular.000.Staff Travel,6-10162018,akair/dcarroll/credit due from,-143,0,10/16/2018,P,,110262018,10746,,301,ALASKA AIRLINES  INC          , 10-16-2018_       ,19,249,   ,6-10162018,,19,100,10,100,0,420
Cordova City School District,100 Regular.000.Staff Travel,7-10162018,akair/org ch/carroll/changed/c,845.4,0,10/16/2018,P,,110262018,10748,,301,ALASKA AIRLINES  INC          , 10-16-2018_       ,19,249,   ,7-10162018,,19,100,10,100,0,420
Cordova City School District,100 Regular.000.Staff Travel,8-10162018,akair/dcarroll/flight ch,143,0,10/16/2018,P,,110262018,10750,,301,ALASKA AIRLINES  INC          , 10-16-2018_       ,19,249,   ,8-10162018,,19,100,10,100,0,420
Cordova City School District,100 Regular.000.Staff Travel,9-10152018,dcarroll/la jolla/ch/wcredit,571.35,0,10/15/2018,P,,110262018,10756,,3867,One time Vendor               , 10-15-2018_       ,19,249,   ,9-10152018,,19,100,10,100,0,420
Cordova City School District,100 Regular.000.Other Purchased Services,10-10292018,v-alliance-writing fee charge/,5,0,10/29/2018,P,,111262018,10942,,3867,One time Vendor               , 10-29-2018_       ,19,303,   ,10-10292018,,19,100,10,100,0,440
Cordova City School District,100 Regular.000.Other Purchased Services,1-10192018,cut/sew/stage mats/chs gym,530,0,10/19/2018,P,,AC00100611,10529,,101833,CARROLL LISA                  ,7,19,216,   ,1-10192018,,19,100,10,100,0,440
Cordova City School District,100 Regular.000.Other Purchased Services,2-07012018,NWEA,2000,0,7/1/2018,J,1058,,,,         ,                              ,                   ,19,663,   ,2-07012018,,19,100,10,100,0,440
Cordova City School District,100 Regular.000.Other Purchased Services,3-07012018,GCI Woodwind,5087.92,0,7/1/2018,J,1058,,,,         ,                              ,                   ,19,663,   ,3-07012018,,19,100,10,100,0,440
Cordova City School District,100 Regular.000.Other Purchased Services,4-08312018,frgt cost shipp instrument fro,90.84,0,8/31/2018,P,,100004654,10065,,101547,ALASKA AIR CARGO              , 027ANC37449       ,19,98,   ,4-08312018,,19,100,10,100,0,440
Cordova City School District,100 Regular.000.Other Purchased Services,5-07302018,repairs on music instruments,910,0,7/30/2018,O,19000368,,,,887,HORN DOCTOR MUSIC STORE  INC. ,                   ,19,30,   ,5-07302018,,19,100,10,100,0,440
Cordova City School District,100 Regular.000.Other Purchased Services,6-02122019,FALL 2018 admin,320,0,2/12/2019,P,,100005110,11605,,788,PSAT/NMSQT                    , 381913231A        ,19,457,   ,6-02122019,,19,100,10,100,0,440
Cordova City School District,100 Regular.000.Other Purchased Services,7-01242019,repairs on music instruments,0,910,1/24/2019,O,19000368,,,,887,HORN DOCTOR MUSIC STORE  INC. ,                   ,19,405,   ,7-01242019,,19,100,10,100,0,440
Cordova City School District,100 Regular.000.Other Purchased Services,8-11202018,carroll/hour of code/student/s,307.04,0,11/20/2018,P,,111262018,10952,,3867,One time Vendor               , 11-20-2018_       ,19,303,   ,8-11202018,,19,100,10,100,0,440
Cordova City School District,100 Regular.000.Other Purchased Services,9-07302018,horn doctor repair/shipping/mu,42.5,0,7/30/2018,P,,108262018,10040,,301,ALASKA AIRLINES  INC          , 07-30-2018_       ,19,92,   ,9-07302018,,19,100,10,100,0,440
Cordova City School District,100 Regular.000.Supplies and Materials,100-07122018,Emerg TT-class supplies-hschoo,403.95,0,7/12/2018,P,,100004593,9713,,7366,Southeast Region Emergency    ,137680,19,5,   ,100-07122018,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,10-04302019,amz-japanese bks(2)-bowman,45.9,0,4/30/2019,P,,105262019,12476,,101485,AMAZON ONLINE ORDERING        , 04-30-2019_       ,19,665,   ,10-04302019,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,101-07102018,v-edvotek/westing/hs supplies/,988.9,0,7/10/2018,P,,107262018,9757,,3867,One time Vendor               , 07-10-2018_       ,19,24,   ,101-07102018,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,102-07102018,corrao/music/supplies/hschool,159.96,0,7/10/2018,P,,107262018,9759,,101485,AMAZON ONLINE ORDERING        , 07-10-2018_       ,19,24,   ,102-07102018,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,103-07102018,corrao-music/supplies/hschool,71.93,0,7/10/2018,P,,107262018,9761,,101485,AMAZON ONLINE ORDERING        , 07-10-2018_       ,19,24,   ,103-07102018,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,104-07092018,westing/hsch/supplies,648.85,0,7/9/2018,P,,107262018,9772,,846,FLINN SCIENTIFIC  INC         , 07-09-2018_       ,19,24,   ,104-07092018,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,105-07092018,corrao/music supplies 18-19,138.98,0,7/9/2018,P,,107262018,9775,,101485,AMAZON ONLINE ORDERING        , 07-09-2018_       ,19,24,   ,105-07092018,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,106-07092018,corrao/music/hsch/supplies,89,0,7/9/2018,P,,107262018,9779,,101485,AMAZON ONLINE ORDERING        , 07-09-2018_       ,19,24,   ,106-07092018,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,107-07092018,corrao/music/hsch/supplies,8.99,0,7/9/2018,P,,107262018,9780,,101485,AMAZON ONLINE ORDERING        , 07-09-2018_       ,19,24,   ,107-07092018,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,108-07062018,westing/eyewash/hs supplies,30.5,0,7/6/2018,P,,107262018,9783,,100627,GRAINGER                      , 07-06-2018_       ,19,24,   ,108-07062018,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,109-07042018,k-12 inc//corrao/music/supply,450,0,7/4/2018,P,,107262018,9799,,3867,One time Vendor               , 07-04-2018_       ,19,24,   ,109-07042018,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,110-05242019,Lost Science Book,0,30,5/24/2019,R,6448,,,Yovanny Rivera,         ,                              ,                   ,19,624,   ,110-05242019,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,1-10092018,v-Walmart-carroll/ptlw supplie,26.97,0,10/9/2018,P,,110262018,10781,,3867,One time Vendor               , 10-09-2018_       ,19,249,   ,1-10092018,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,11-05142019,v-canva/ammerman/supplies,1,0,5/14/2019,P,,105262019,12417,,3867,One time Vendor               , 05-14-2019_       ,19,665,   ,11-05142019,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,111-05242019,Lost Science Book,0,30,5/24/2019,R,6450,,,Junior Itliong,         ,                              ,                   ,19,624,   ,111-05242019,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,112-05242019,Lost English EL Book,0,8,5/24/2019,R,6450,,,Junior Itliong,         ,                              ,                   ,19,624,   ,112-05242019,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,113-05072019,stem supplies/d carroll,32.58,0,5/7/2019,P,,100005290,12325,,6394,Viking Marine Supply          ,29494,19,592,   ,113-05072019,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,114-02282019,conf-51590-3-20--22-19-bacon,230.55,0,2/28/2019,P,,103262019,12015,,2089,WOODWIND & BRASSWIND          , 02-28-2019_       ,19,528,   ,114-02282019,,19,100,10,100,0,450
Cordova City School District,100 Regular.000.Supplies and Materials,115-03012019,akcomm235302369/andrea/gen sup,6.84,0,3/1/2019,P,,103262019,12065,,509,ALASKA COMMERCIAL COMPANY     , 03-01-2019_       ,19,528,   ,115-03012019,,19,100,10,100,0,450
