District_Name,Fiscal_Year,Fund_Code,Object_Code,Function_Code,Program_Code,School_Code,Account_Name,Demo_Desc,Date,Description,Debit,Credit,Amount
Chugach School District,20,100,310,600,100,0,Certificated Salaries,,10/31/2019,REDACTED,"3,537.06",,3537.06
Chugach School District,20,100,310,600,100,0,Certificated Salaries,,11/30/2019,REDACTED,"3,537.06",,3537.06
Chugach School District,20,100,310,600,100,0,Certificated Salaries,,12/31/2019,REDACTED,"3,537.06",,3537.06
Chugach School District,20,100,310,600,100,0,Certificated Salaries,,1/31/2020,REDACTED,"3,537.06",,3537.06
Chugach School District,20,100,310,600,100,0,Certificated Salaries,,2/29/2020,REDACTED,"3,537.06",,3537.06
Chugach School District,20,100,310,600,100,0,Certificated Salaries,,3/31/2020,REDACTED,"3,537.06",,3537.06
Chugach School District,20,100,310,600,100,0,Certificated Salaries,,4/30/2020,REDACTED,"3,537.06",,3537.06
Chugach School District,20,100,310,600,100,0,Certificated Salaries,,5/31/2020,REDACTED,"3,537.06",,3537.06
Chugach School District,20,100,310,600,100,0,Certificated Salaries,,6/29/2020,REDACTED,"4,132.09",,4132.09
Chugach School District,20,100,310,600,100,0,Certificated Salaries,,6/30/2020,REDACTED,,"43,039.75",-43039.75
Chugach School District,20,100,310,600,100,0,Certificated Salaries,R. Schmidt salaries reclass,6/30/2020,REDACTED,"3,537.06",,3537.06
Chugach School District,20,100,310,600,170,0,Certificated Salaries,,6/30/2020,Reclass eligible Nat'l Forest expenses,"43,039.75",,43039.75
Chugach School District,20,100,316,140,610,0,Extra Duty Pay,R. Schmidt salaries reclass,9/30/2019,REDACTED,125.54,,125.54
Chugach School District,20,100,316,140,610,0,Extra Duty Pay,,9/30/2019,REDACTED,273.15,,273.15
Chugach School District,20,100,316,140,610,0,Extra Duty Pay,,10/31/2019,REDACTED,218.52,,218.52
Chugach School District,20,100,316,140,610,0,Extra Duty Pay,,10/31/2019,REDACTED,125.54,,125.54
Chugach School District,20,100,316,140,620,0,Certificated Extra Duty Pay,,7/31/2019,REDACTED,"2,683.86",,2683.86
Chugach School District,20,100,316,140,620,0,Certificated Extra Duty Pay,,8/31/2019,REDACTED,894.62,,894.62
Chugach School District,20,100,316,140,620,0,Certificated Extra Duty Pay,,6/30/2020,REDACTED,"3,131.17",,3131.17
Chugach School District,20,100,316,350,100,0,Certificated Extra Duty Pay,,8/31/2019,REDACTED,416,,416
Chugach School District,20,100,316,350,100,0,Certificated Extra Duty Pay,,9/30/2019,REDACTED,73.5,,73.5
Chugach School District,20,100,316,350,100,0,Certificated Extra Duty Pay,,9/30/2019,REDACTED,286,,286
Chugach School District,20,100,316,350,100,0,Certificated Extra Duty Pay,,10/31/2019,REDACTED,130,,130
Chugach School District,20,100,316,350,100,0,Certificated Extra Duty Pay,,10/31/2019,REDACTED,567,,567
Chugach School District,20,100,316,350,100,0,Certificated Extra Duty Pay,,11/30/2019,REDACTED,346.5,,346.5
Chugach School District,20,100,316,350,100,0,Certificated Extra Duty Pay,,12/31/2019,REDACTED,283.5,,283.5
Chugach School District,20,100,316,350,100,0,Certificated Extra Duty Pay,,1/31/2020,REDACTED,462,,462
Chugach School District,20,100,316,350,100,0,Certificated Extra Duty Pay,,2/29/2020,REDACTED,367.5,,367.5
Chugach School District,20,100,316,350,100,0,Certificated Extra Duty Pay,,3/31/2020,REDACTED,63,,63
Chugach School District,20,100,316,550,100,0,Extra Duty Pay,,7/31/2019,REDACTED,826.5,,826.5
Chugach School District,20,100,316,550,100,0,Extra Duty Pay,,8/31/2019,REDACTED,761.25,,761.25
Chugach School District,20,100,316,550,100,0,Extra Duty Pay,,9/30/2019,REDACTED,"1,218.00",,1218
Chugach School District,20,100,316,550,100,0,Extra Duty Pay,,10/31/2019,REDACTED,739.5,,739.5
Chugach School District,20,100,316,550,100,0,Extra Duty Pay,,11/30/2019,REDACTED,717.75,,717.75
Chugach School District,20,100,316,550,100,0,Extra Duty Pay,,12/31/2019,REDACTED,652.5,,652.5
Chugach School District,20,100,316,550,100,0,Extra Duty Pay,,1/31/2020,REDACTED,565.5,,565.5
Chugach School District,20,100,316,550,100,0,Extra Duty Pay,,2/29/2020,REDACTED,217.5,,217.5
Chugach School District,20,100,316,550,199,0,Extra Duty Pay,,7/31/2019,REDACTED,450,,450
Chugach School District,20,100,316,550,199,0,Extra Duty Pay,,8/31/2019,REDACTED,450,,450
Chugach School District,20,100,316,550,199,0,Extra Duty Pay,,9/30/2019,REDACTED,450,,450
Chugach School District,20,100,316,550,199,0,Extra Duty Pay,,10/31/2019,REDACTED,450,,450
Chugach School District,20,100,316,550,199,0,Extra Duty Pay,,11/30/2019,REDACTED,450,,450
Chugach School District,20,100,316,550,199,0,Extra Duty Pay,,12/31/2019,REDACTED,450,,450
Chugach School District,20,100,316,550,199,0,Extra Duty Pay,,1/31/2020,REDACTED,450,,450
Chugach School District,20,100,316,550,199,0,Extra Duty Pay,,2/29/2020,REDACTED,450,,450
Chugach School District,20,100,316,550,199,0,Extra Duty Pay,,3/31/2020,REDACTED,450,,450
Chugach School District,20,100,316,550,199,0,Extra Duty Pay,,4/30/2020,REDACTED,450,,450
Chugach School District,20,100,316,550,199,0,Extra Duty Pay,,5/31/2020,REDACTED,450,,450
Chugach School District,20,100,316,550,199,0,Extra Duty Pay,,6/30/2020,REDACTED,450,,450
Chugach School District,20,100,316,600,100,0,Certificated Extra Duty Pay,,7/31/2019,REDACTED,"2,000.00",,2000
Chugach School District,20,100,316,600,100,0,Certificated Extra Duty Pay,,8/31/2019,REDACTED,"1,000.00",,1000
Chugach School District,20,100,316,600,100,0,Certificated Extra Duty Pay,,9/30/2019,REDACTED,"1,000.00",,1000
Chugach School District,20,100,316,600,100,0,Certificated Extra Duty Pay,,10/31/2019,REDACTED,"1,000.00",,1000
Chugach School District,20,100,316,600,100,0,Certificated Extra Duty Pay,,11/30/2019,REDACTED,"1,000.00",,1000
Chugach School District,20,100,316,600,100,0,Certificated Extra Duty Pay,,12/31/2019,REDACTED,"1,000.00",,1000
Chugach School District,20,100,316,600,100,0,Certificated Extra Duty Pay,,1/31/2020,REDACTED,"1,000.00",,1000
Chugach School District,20,100,316,600,100,0,Certificated Extra Duty Pay,,2/29/2020,REDACTED,"1,000.00",,1000
Chugach School District,20,100,316,600,100,0,Certificated Extra Duty Pay,,3/31/2020,REDACTED,"1,000.00",,1000
Chugach School District,20,100,316,600,100,0,Certificated Extra Duty Pay,,4/30/2020,REDACTED,"1,000.00",,1000
Chugach School District,20,100,316,600,100,0,Certificated Extra Duty Pay,,5/31/2020,REDACTED,"1,000.00",,1000
Chugach School District,20,100,316,600,100,0,Certificated Extra Duty Pay,,6/30/2020,REDACTED,"1,000.00",,1000
Chugach School District,20,100,316,600,170,0,Extra Duty Pay,,6/30/2020,Reclass eligible Nat'l Forest expenses,"13,772.35",,13772.35
Chugach School District,20,100,316,600,199,0,Extra Duty Pay,J. Palmer salaries reclass,4/30/2020,REDACTED,"2,500.00",,2500
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,8/31/2019,REDACTED,42,,42
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,8/31/2019,REDACTED,135,,135
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,9/30/2019,REDACTED,405,,405
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,9/30/2019,REDACTED,14,,14
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,10/31/2019,REDACTED,405,,405
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,11/30/2019,REDACTED,97.5,,97.5
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,11/30/2019,REDACTED,238,,238
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,12/31/2019,REDACTED,21,,21
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,12/31/2019,REDACTED,217.5,,217.5
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,1/31/2020,REDACTED,187.5,,187.5
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,1/31/2020,REDACTED,196,,196
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,2/29/2020,REDACTED,56,,56
Chugach School District,20,100,316,600,200,0,Certificated Extra Duty Pay,,2/29/2020,REDACTED,167.5,,167.5
Chugach School District,20,100,316,600,300,0,Certificated Extra Duty Pay,,8/31/2019,REDACTED,297.6,,297.6
Chugach School District,20,100,316,600,300,0,Certificated Extra Duty Pay,,9/30/2019,REDACTED,"1,525.20",,1525.2
Chugach School District,20,100,316,600,300,0,Certificated Extra Duty Pay,,10/31/2019,REDACTED,"1,618.35",,1618.35
Chugach School District,20,100,316,600,300,0,Certificated Extra Duty Pay,,11/30/2019,REDACTED,"1,661.80",,1661.8
Chugach School District,20,100,316,600,300,0,Certificated Extra Duty Pay,,12/31/2019,REDACTED,"1,167.20",,1167.2
Chugach School District,20,100,316,600,300,0,Certificated Extra Duty Pay,,1/31/2020,REDACTED,"1,364.20",,1364.2
Chugach School District,20,100,316,600,300,0,Certificated Extra Duty Pay,,2/29/2020,REDACTED,"1,562.40",,1562.4
Chugach School District,20,100,316,600,300,0,Certificated Extra Duty Pay,,3/31/2020,REDACTED,"1,264.80",,1264.8
Chugach School District,20,100,316,600,300,0,Certificated Extra Duty Pay,,4/30/2020,REDACTED,"1,599.60",,1599.6
Chugach School District,20,100,316,600,300,0,Certificated Extra Duty Pay,,5/31/2020,REDACTED,"1,711.20",,1711.2
Chugach School District,20,100,316,600,300,0,Certificated Extra Duty Pay,,6/30/2020,Reclass eligible Nat'l Forest expenses,,"13,772.35",-13772.35
Chugach School District,20,100,316,600,400,0,Extra Duty Pay,J. Palmer salaries reclass,5/31/2020,REDACTED,"1,500.00",,1500
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,8/31/2019,REDACTED,100,,100
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,9/30/2019,REDACTED,150,,150
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,9/30/2019,REDACTED,150,,150
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,9/30/2019,REDACTED,100,,100
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,10/31/2019,REDACTED,200,,200
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,10/31/2019,REDACTED,200,,200
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,10/31/2019,REDACTED,312.5,,312.5
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,11/30/2019,REDACTED,81.25,,81.25
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,11/30/2019,REDACTED,500,,500
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,11/30/2019,REDACTED,50,,50
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,12/31/2019,REDACTED,137.5,,137.5
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,12/31/2019,REDACTED,262.5,,262.5
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,12/31/2019,REDACTED,50,,50
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,1/31/2020,REDACTED,100,,100
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,1/31/2020,REDACTED,68.75,,68.75
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,1/31/2020,REDACTED,518.75,,518.75
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,2/29/2020,REDACTED,68.75,,68.75
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,2/29/2020,REDACTED,450,,450
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,2/29/2020,REDACTED,237.5,,237.5
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,2/29/2020,REDACTED,112.5,,112.5
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,3/31/2020,REDACTED,100,,100
Chugach School District,20,100,320,100,400,0,Non-Certificated Salaries,,3/31/2020,REDACTED,37.5,,37.5
Chugach School District,20,100,320,140,180,0,Non-Certificated Salaries,,3/31/2020,REDACTED,330,,330
Chugach School District,20,100,320,140,180,0,Non-Certificated Salaries,,3/31/2020,REDACTED,193.2,,193.2
Chugach School District,20,100,320,140,180,0,Non-Certificated Salaries,,4/30/2020,REDACTED,"1,245.00",,1245
Chugach School District,20,100,320,140,180,0,Non-Certificated Salaries,,4/30/2020,REDACTED,285.6,,285.6
Chugach School District,20,100,320,140,180,0,Non-Certificated Salaries,,5/31/2020,REDACTED,330,,330
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,7/31/2019,REDACTED,"1,243.20",,1243.2
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,7/31/2019,REDACTED,972,,972
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,7/31/2019,REDACTED,"1,627.60",,1627.6
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,8/31/2019,REDACTED,972,,972
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,8/31/2019,REDACTED,"1,402.80",,1402.8
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,8/31/2019,REDACTED,"1,700.40",,1700.4
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,9/30/2019,REDACTED,972,,972
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,9/30/2019,REDACTED,"1,276.80",,1276.8
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,9/30/2019,REDACTED,"1,757.60",,1757.6
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,10/31/2019,REDACTED,972,,972
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,10/31/2019,REDACTED,"1,502.80",,1502.8
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,10/31/2019,REDACTED,"1,545.60",,1545.6
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,11/30/2019,REDACTED,"1,415.40",,1415.4
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,11/30/2019,REDACTED,972,,972
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,11/30/2019,REDACTED,197.6,,197.6
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,12/31/2019,REDACTED,874.8,,874.8
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,12/31/2019,REDACTED,572,,572
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,12/31/2019,REDACTED,"1,276.80",,1276.8
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,1/31/2020,REDACTED,"1,545.60",,1545.6
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,1/31/2020,REDACTED,447.2,,447.2
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,1/31/2020,REDACTED,972,,972
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,2/29/2020,REDACTED,"1,348.20",,1348.2
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,2/29/2020,REDACTED,972,,972
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,3/31/2020,REDACTED,"1,020.00",,1020
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,3/31/2020,REDACTED,972,,972
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,3/31/2020,REDACTED,"1,495.20",,1495.2
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,4/30/2020,REDACTED,"2,385.60",,2385.6
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,4/30/2020,REDACTED,972,,972
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,5/31/2020,REDACTED,600,,600
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,5/31/2020,REDACTED,"1,394.40",,1394.4
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,5/31/2020,REDACTED,972,,972
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,6/30/2020,REDACTED,"1,530.00",,1530
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,6/30/2020,REDACTED,"1,932.34",,1932.34
Chugach School District,20,100,320,140,610,0,Non-Certificated Salaries,,6/30/2020,REDACTED,"1,633.80",,1633.8
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,7/31/2019,REDACTED,"1,618.20",,1618.2
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,7/31/2019,REDACTED,"1,344.80",,1344.8
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,8/31/2019,REDACTED,"1,787.60",,1787.6
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,8/31/2019,REDACTED,"2,018.40",,2018.4
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,9/30/2019,REDACTED,"2,262.00",,2262
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,9/30/2019,REDACTED,"2,074.60",,2074.6
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,10/31/2019,REDACTED,"2,314.20",,2314.2
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,10/31/2019,REDACTED,"2,263.20",,2263.2
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,11/30/2019,REDACTED,"1,722.60",,1722.6
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,11/30/2019,REDACTED,"2,066.40",,2066.4
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,12/31/2019,REDACTED,"1,200.60",,1200.6
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,12/31/2019,REDACTED,"2,099.20",,2099.2
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,12/31/2019,REDACTED,712.5,,712.5
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,1/31/2020,REDACTED,"1,362.50",,1362.5
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,1/31/2020,REDACTED,"1,016.80",,1016.8
Chugach School District,20,100,320,140,620,0,Non-Certificated Salaries,,1/31/2020,REDACTED,"1,722.60",,1722.6
